driver_id,name,phone,city,zone_id,vehicle_type,joining_date,account_age_days,is_active,kyc_status,aadhaar_verified,dl_verified,dl_expired,vehicle_rc_verified,bank_account_verified,bank_account_type,trips_last_30d,completion_rate_30d,cancel_rate_30d,dispute_rate_30d,cash_trip_ratio_30d,avg_rating_30d,night_trip_ratio_30d,avg_fare_30d,avg_distance_30d,total_trips_lifetime,monthly_earnings_avg,churn_risk,shared_device_flag,duplicate_account_flag,document_mismatch_flag,fraud_ring_id,ring_role
b21934da-0635-4725-95ab-0072e8197495,Ashok Raju,+918917397544,bangalore,blr_bannerghatta,mini_truck,2023-12-11,864,True,unverified,True,True,False,True,True,upi,46,0.8885,0.0615,0.0015,0.2315,4.03,0.0108,308.82,9.49,1776,15283.18,0.0505,False,False,False,,
81d22933-e24d-4fd3-8ef1-6b6741993f73,Rakesh Reddy,+918971006785,bangalore,blr_rajajinagar,mini_truck,2025-09-20,215,True,verified,True,True,False,True,True,upi,77,0.9419,0.0081,0.0017,0.1678,3.81,0.03,409.38,10.52,275,11851.26,0.1028,False,False,False,,
0af37851-3cb5-4c0c-ba47-b3119d7ee130,Ravi Ghosh,+917905024946,bangalore,blr_koramangala,three_wheeler,2024-08-13,618,True,unverified,True,False,False,False,True,upi,55,0.9468,0.0032,0.0056,0.28,4.42,0.0354,177.12,5.99,2362,10828.83,0.1043,False,False,True,,
176d2f15-0dc5-4e9e-9a2e-03a49b882266,Murugan Rao,+916376702798,bangalore,blr_marathahalli,mini_truck,2020-08-10,2082,True,unverified,True,True,False,True,True,upi,79,0.9429,0.0071,0.0035,0.2585,4.34,0.0916,572.5,23.66,5527,22259.68,0.0964,False,True,False,,
cee777c3-f444-4aa5-ae83-85bf6c1a16ea,Senthil Singh,+919316715481,bangalore,blr_btm,mini_truck,2024-09-17,583,True,pending,True,True,False,True,True,upi,53,0.7636,0.1864,0.0143,0.5306,3.9,0.1769,266.91,2.0,1197,19066.99,0.1304,False,False,False,,
6479c913-bb3c-4fa3-8493-c0aa872a2f87,Mukesh Garg,+919302008690,bangalore,blr_electronic_city,two_wheeler,2024-02-20,793,True,verified,True,True,False,True,True,bank,96,0.9423,0.0077,0.0017,0.0935,4.3,0.0425,79.45,9.17,2441,7094.28,0.3,False,False,False,,
ccb18ccf-aa21-4b33-bcac-513e453f05fb,Senthil Patel,+917533466956,bangalore,blr_hsr,two_wheeler,2022-11-27,1243,True,unverified,True,False,False,True,True,bank,70,0.9478,0.0022,0.0011,0.1269,3.97,0.0226,82.4,7.64,3839,7294.95,0.2679,False,False,True,,
efdafb60-ce5a-4259-8a82-51aaa68cb0fb,Dinesh Mishra,+916912738111,bangalore,blr_btm,mini_truck,2020-07-12,2111,False,verified,True,True,True,True,True,upi,59,0.9322,0.0178,0.0027,0.0926,4.01,0.044,295.34,14.42,3346,14774.21,0.1703,False,False,False,,
4148f3c1-88f0-4fe0-bc57-9073fb8f14b1,Raja Gowda,+919608458536,bangalore,blr_yeshwanthpur,mini_truck,2024-09-07,593,True,verified,True,True,True,True,True,upi,44,0.8295,0.1205,0.0407,0.2159,4.46,0.05,547.17,18.98,1380,17211.67,0.0709,False,False,False,,
57c67288-2801-402e-bd9e-c04c7c5a0bb1,Pavan Singh,+919131883212,bangalore,blr_electronic_city,two_wheeler,2025-03-03,416,True,verified,True,True,False,True,True,bank,94,0.9469,0.0031,0.0006,0.161,4.35,0.0418,133.88,12.42,957,5673.34,0.1472,False,False,False,,
41ccd42c-9d6e-4e6a-8837-24172a174c1e,Mohammed Gowda,+919662372388,bangalore,blr_electronic_city,mini_truck,2021-12-26,1579,True,verified,True,True,True,True,True,bank,100,0.9371,0.0129,0.0009,0.0927,4.31,0.0469,358.64,13.06,3833,25412.65,0.1325,False,False,False,,
8b5f56c1-000c-4990-899c-3380c95e6b1a,Rakesh Ghosh,+919711893537,bangalore,blr_electronic_city,mini_truck,2025-12-27,117,True,unverified,True,True,False,True,True,upi,82,0.9374,0.0126,0.0003,0.1637,3.64,0.0584,515.38,15.95,202,11569.54,0.266,False,False,False,,
7a50d01a-e0a9-4057-8a21-cbd18b630534,Abdul Gowda,+916808905814,bangalore,blr_rajajinagar,truck_14ft,2024-06-28,664,True,verified,True,True,False,True,True,upi,55,0.8488,0.1012,0.0327,0.3817,4.29,0.1897,664.98,4.08,359,8573.25,0.081,False,False,False,,
6587dc75-cdec-4281-a429-1cb22e84a580,Deepak Murthy,+917310231724,bangalore,blr_rajajinagar,two_wheeler,2025-11-28,146,True,expired,True,True,False,True,True,bank,53,0.9384,0.0116,0.0009,0.138,4.49,0.0202,130.09,10.87,345,4891.61,0.2795,False,False,False,,
38a4fb75-6f35-4bb0-ba48-0c3cce9a7d17,Anil Babu,+918447231299,bangalore,blr_indiranagar,three_wheeler,2020-06-01,2152,True,verified,True,True,False,True,True,upi,99,0.9151,0.0349,0.0004,0.2857,4.14,0.0327,155.93,6.0,2932,6156.38,0.1932,False,False,False,,
3056aba2-9533-4eab-9753-2630dbea1025,Naresh Mehta,+919718135291,bangalore,blr_whitefield,two_wheeler,2026-01-15,98,True,unverified,True,True,False,True,False,bank,67,0.9239,0.0261,0.0008,0.149,4.4,0.09,105.26,9.82,312,5649.94,0.1796,False,False,False,,
326ba6e8-b3e4-4561-b7ed-6349d99651b0,Naveen Mishra,+918819642864,bangalore,blr_electronic_city,two_wheeler,2024-04-29,724,True,verified,True,True,False,True,True,upi,67,0.9146,0.0354,0.0015,0.2573,4.69,0.0657,56.81,3.62,2833,9327.41,0.0491,False,False,False,,
cb4f21ad-4be8-4463-9529-d18843fc0172,Ravi Iyer,+917893412101,bangalore,blr_electronic_city,two_wheeler,2024-06-21,671,True,verified,True,True,False,True,True,upi,64,0.9009,0.0491,0.0015,0.1973,3.97,0.0241,131.4,10.43,2212,7842.3,0.2936,False,False,False,,
05c8847b-b312-47e8-8926-30e0de26eb8d,Thirumalai Khan,+919407328582,bangalore,blr_marathahalli,mini_truck,2025-12-14,130,True,verified,True,True,False,True,True,upi,67,0.9308,0.0192,0.0044,0.1509,4.3,0.0616,580.75,19.37,462,20906.83,0.117,True,False,False,,
b80d7aa6-a664-48c6-be8c-ac9ed3989676,Arjun Gupta,+917656195764,bangalore,blr_marathahalli,three_wheeler,2026-01-29,84,True,verified,True,True,False,True,True,upi,50,0.8933,0.0567,0.0,0.2388,4.38,0.0492,131.04,4.5,225,8815.33,0.2562,False,False,False,,
3c7d409a-adaa-4f17-8a9b-7c40b0a4cf05,Venkatesh Joshi,+916482952051,bangalore,blr_electronic_city,truck_14ft,2025-12-05,139,True,verified,True,True,False,True,True,bank,72,0.8983,0.0517,0.0006,0.1492,4.02,0.0678,819.16,15.82,335,53385.79,0.1255,False,False,False,,
f3bc2d23-cca4-4ae6-8582-404caa38d910,Karthi Chatterjee,+916621040051,bangalore,blr_hsr,two_wheeler,2020-07-08,2115,True,unverified,True,True,False,True,True,upi,51,0.9464,0.0036,0.0002,0.1429,4.7,0.0694,58.58,3.32,5674,6064.14,0.2937,False,False,False,,
ae75ec1c-6cd7-475b-9c67-26a28eead68a,Babu Das,+917953170680,bangalore,blr_rajajinagar,three_wheeler,2025-02-18,429,False,pending,False,True,False,True,False,upi,47,0.9387,0.0113,0.0038,0.1061,4.57,0.0226,218.34,12.15,1382,12066.29,0.182,False,False,False,,
08259914-68d1-4121-a00e-7985df00a30b,Mukesh Nayak,+917765968673,bangalore,blr_yeshwanthpur,mini_truck,2021-07-05,1753,True,verified,True,True,False,True,True,upi,27,0.9282,0.0218,0.0002,0.1135,4.88,0.0167,548.53,24.19,4753,20030.85,0.1062,False,False,False,,
2a8fcb42-582c-4391-9e41-4c7f01b33335,Abdul Kumar,+916682423732,bangalore,blr_rajajinagar,two_wheeler,2020-08-04,2088,True,verified,True,True,True,True,True,cash,90,0.9391,0.0109,0.0012,0.3034,4.32,0.0321,115.25,9.61,3685,3717.3,0.1906,False,False,False,,
010585bd-9841-4734-9751-bddbbf0da625,Umesh Verma,+918366291824,bangalore,blr_hsr,truck_17ft,2020-12-11,1959,True,verified,True,True,False,True,True,bank,88,0.9356,0.0144,0.0015,0.2635,4.66,0.0854,1454.18,32.19,7289,82263.43,0.056,False,False,False,,
f72bc0a1-fb99-4a4f-ab07-c4b1cffa63e4,Ibrahim Joshi,+918205101734,bangalore,blr_hebbal,two_wheeler,2021-12-06,1599,True,pending,True,False,True,False,False,upi,80,0.9365,0.0135,0.0017,0.2009,4.72,0.035,113.9,11.48,2986,4546.25,0.1956,True,True,True,,
a52e32a6-8265-459a-af48-40887d65863e,Ashok Patel,+918636188223,bangalore,blr_hsr,mini_truck,2025-05-14,344,True,verified,True,True,False,True,True,cash,45,0.9145,0.0355,0.0009,0.1629,4.43,0.1035,500.14,16.67,360,8554.43,0.1006,False,False,False,,
59333508-8d21-4ede-8559-e0b264000a27,Naveen Shaikh,+919493709340,bangalore,blr_hsr,three_wheeler,2021-03-09,1871,True,verified,True,True,False,True,True,bank,12,0.9237,0.0263,0.0067,0.2577,4.53,0.1217,285.57,15.0,4823,8847.61,0.1092,False,False,False,,
7c1a3871-1eb1-4502-baa3-93c0dd1a957e,Rajan Yadav,+918450070207,bangalore,blr_bannerghatta,mini_truck,2021-04-10,1839,True,verified,True,True,True,True,True,upi,107,0.9141,0.0359,0.0001,0.1532,4.61,0.034,335.14,2.0,4897,23632.98,0.0998,False,False,False,,
0b491cb4-f64b-4c4b-8e5d-b869c16c4a8d,Shivakumar Siddiqui,+916145414855,bangalore,blr_indiranagar,truck_17ft,2025-07-09,288,True,verified,True,True,False,True,True,bank,93,0.9378,0.0122,0.0003,0.1421,4.49,0.0193,3439.25,66.08,879,82984.11,0.0878,False,False,False,,
0b22a75f-4a2c-4a1a-b0b9-199d5424f03e,Vijay Murthy,+919734293780,bangalore,blr_rajajinagar,mini_truck,2024-11-12,527,True,verified,True,True,False,True,True,bank,109,0.9447,0.0053,0.0017,0.1215,4.1,0.0192,461.24,12.97,1748,32129.05,0.0864,False,False,False,,
fe3ed5b1-1100-4fbc-85e0-2b66c0f42483,Sanjay Jain,+918707869217,bangalore,blr_electronic_city,two_wheeler,2022-10-01,1300,True,verified,True,True,False,True,True,bank,49,0.7109,0.2391,0.0794,0.3979,3.15,0.3198,81.63,6.05,3030,5184.14,0.4253,False,False,False,,
7fc2447d-90af-4230-9a72-2aa3728d78f8,Thirumalai Shukla,+919684708239,bangalore,blr_koramangala,three_wheeler,2025-03-15,404,True,verified,True,True,False,True,True,upi,64,0.6902,0.2598,0.1335,0.7045,3.56,0.3377,213.73,10.42,588,6424.28,0.4647,False,False,False,RING_BAN_002,member
518bf149-5867-4bc6-97cd-9a07a9a184ee,Ramesh Menon,+918109066778,bangalore,blr_jayanagar,mini_truck,2022-10-04,1297,True,verified,True,True,False,True,True,bank,71,0.9443,0.0057,0.0004,0.267,4.14,0.0599,454.2,14.05,2305,16529.43,0.1511,False,False,False,,
1100ac29-eac1-4f0f-bf27-7d71d5ae9943,Rajan Rao,+919998372334,bangalore,blr_whitefield,two_wheeler,2022-05-17,1437,True,unverified,True,False,False,True,True,upi,80,0.9226,0.0274,0.0008,0.194,4.34,0.0145,72.76,5.21,4905,9087.91,0.1143,False,False,True,,
15e88d72-5ec7-411b-9ffc-8ff1d4364025,Naresh Garg,+916269594351,bangalore,blr_btm,three_wheeler,2024-05-30,693,True,pending,True,True,False,True,True,upi,72,0.7245,0.2255,0.1018,0.4788,3.56,0.2414,320.1,18.16,1667,13567.77,0.3408,False,False,False,RING_BAN_001,member
e94b12d5-27c0-49ca-9d46-35d45144bd0f,Vijay Tiwari,+918638096181,bangalore,blr_indiranagar,two_wheeler,2023-11-07,898,True,verified,True,True,False,True,True,upi,58,0.9236,0.0264,0.0012,0.1067,4.26,0.037,117.9,8.99,2614,7278.79,0.2802,False,False,False,,
f2d6436c-5a5d-449e-8749-f2a1584b2305,Venkatesh Rao,+916846691687,bangalore,blr_yeshwanthpur,three_wheeler,2020-05-17,2167,True,unverified,False,True,True,True,True,upi,83,0.9203,0.0297,0.0002,0.1924,4.28,0.0109,191.69,8.78,5200,11333.44,0.0558,False,False,False,,
94951dff-bd82-4296-b1e9-c3c667281a7f,Sanjay Yadav,+919496883926,bangalore,blr_indiranagar,two_wheeler,2023-01-09,1200,True,verified,True,True,True,True,True,bank,83,0.9223,0.0277,0.0023,0.1516,4.42,0.0423,109.16,12.26,4229,7843.41,0.2502,False,False,False,,
bb06aa41-9787-4f77-822a-96e8b7fb9d37,Murugan Garg,+917349125914,bangalore,blr_rajajinagar,mini_truck,2024-03-17,767,True,verified,True,True,True,True,True,bank,62,0.9294,0.0206,0.0003,0.1573,4.32,0.0947,439.07,14.67,1747,18931.86,0.1202,False,False,False,,
3e53e25b-042b-4950-a4d3-1fbf32de8e7e,Vivek Iyer,+916311418916,bangalore,blr_jayanagar,two_wheeler,2022-08-24,1338,True,verified,True,True,False,True,True,upi,55,0.9122,0.0378,0.0041,0.2621,4.23,0.0486,149.83,12.02,3122,5470.13,0.1648,False,False,False,,
7c0f84ce-c053-4d9f-9859-d0cf13118262,Vivek Mukherjee,+918315665999,bangalore,blr_koramangala,truck_14ft,2020-06-29,2124,True,verified,True,True,True,True,True,cash,61,0.9357,0.0143,0.0008,0.1926,4.28,0.0089,629.14,4.0,4489,34833.82,0.1408,False,False,False,,
dc143963-ba9b-4f8a-a86a-7f77e9b8e1af,Praveen Murthy,+916930183029,bangalore,blr_yeshwanthpur,two_wheeler,2021-09-11,1685,True,verified,True,True,False,True,True,upi,81,0.9463,0.0037,0.0002,0.1783,4.91,0.0695,71.99,6.55,5603,7469.35,0.3323,False,False,False,,
b7f2df16-bc00-4ba1-a809-eda84d875469,Ritesh Gupta,+917473219759,bangalore,blr_bannerghatta,truck_14ft,2025-06-24,303,True,unverified,False,False,False,True,True,upi,89,0.9233,0.0267,0.0011,0.1157,4.19,0.0399,1501.25,41.75,1315,82895.7,0.1276,False,False,True,,
7bcd0345-ce35-446d-b2ec-394a31d8912e,Ganesh Garg,+919454208668,bangalore,blr_electronic_city,two_wheeler,2020-05-20,2164,True,unverified,True,True,False,True,True,bank,93,0.9167,0.0333,0.0078,0.2175,4.47,0.0766,133.61,10.46,4154,4803.23,0.2065,False,False,False,,
2edd7a0a-41eb-4d1a-bc8a-a2d256d9b9e7,Ravi Menon,+918627989973,bangalore,blr_hebbal,mini_truck,2024-02-12,801,True,unverified,False,False,False,True,False,bank,45,0.9375,0.0125,0.002,0.1703,4.05,0.0353,731.95,30.0,2266,20506.62,0.0937,False,False,True,,
56d322e4-7aab-441c-899c-405d87c9fcdf,Lokesh Hegde,+918935152238,bangalore,blr_whitefield,two_wheeler,2021-01-21,1918,True,verified,True,True,True,True,True,upi,38,0.924,0.026,0.0005,0.1239,4.13,0.0459,73.32,7.36,3641,4086.29,0.2787,False,False,False,,
65cd45dd-b633-4589-8426-762294894a65,Pavan Hegde,+918586581788,bangalore,blr_btm,mini_truck,2024-01-31,813,True,verified,True,True,False,True,True,upi,76,0.9346,0.0154,0.0031,0.1738,4.58,0.0397,257.74,4.68,2715,28220.85,0.1114,False,False,False,,
f478d129-3edc-4e48-b281-49ceeb68e26a,Ramesh Naidu,+916302150303,bangalore,blr_hebbal,truck_14ft,2022-07-23,1370,True,verified,True,True,False,True,True,upi,65,0.9371,0.0129,0.0,0.1514,4.0,0.0447,1459.05,31.02,2964,49062.77,0.0852,False,False,False,,
e861bfd6-f19f-490a-8fe7-7e24935e1d10,Krishan Nayak,+919333724057,bangalore,blr_indiranagar,mini_truck,2022-01-10,1564,True,pending,True,True,False,False,False,cash,51,0.9171,0.0329,0.0136,0.2011,4.86,0.0544,718.73,16.76,776,3987.54,0.2386,False,False,True,,
76a58c61-7bed-4019-84cc-4d970eaf9cbe,Vinod Shetty,+919347871546,bangalore,blr_whitefield,two_wheeler,2024-07-08,654,True,verified,True,True,True,True,True,bank,79,0.8043,0.1457,0.0158,0.2855,4.2,0.088,80.18,8.24,1620,4610.3,0.2913,False,False,False,,
5d27e7dd-ab73-468a-a1de-177c87054e3b,Karthi Yadav,+919822330897,bangalore,blr_indiranagar,two_wheeler,2025-04-03,385,True,verified,True,True,False,True,True,upi,68,0.9257,0.0243,0.0136,0.0569,3.72,0.0334,102.94,9.62,1389,10028.28,0.3465,False,False,False,,
bb0f77a7-6959-48e5-95c7-7eb4a8545e5a,Mahesh Bhat,+917507994861,bangalore,blr_rajajinagar,truck_17ft,2021-04-19,1830,True,verified,True,True,False,True,True,upi,79,0.9393,0.0107,0.0014,0.186,4.43,0.0841,1775.48,26.82,6138,114855.13,0.153,False,False,False,,
f48dc266-2cb6-4e48-a813-a7834371ae0f,Naveen Gowda,+917429622682,bangalore,blr_yeshwanthpur,two_wheeler,2023-02-16,1162,True,verified,True,True,False,True,True,upi,77,0.936,0.014,0.0094,0.0041,4.2,0.0136,111.04,9.17,3715,7630.81,0.2856,False,False,False,,
389798ef-011b-479b-8f83-f14a7a26a89b,Suresh Verma,+917362499767,bangalore,blr_marathahalli,mini_truck,2025-03-24,395,False,verified,True,True,False,True,True,bank,76,0.934,0.016,0.0029,0.1247,4.22,0.0235,494.38,20.63,1110,28693.29,0.1245,False,False,False,,
2ede7710-b6a7-4774-b6ec-9e064e6bd62e,Kumar Raju,+918443560921,bangalore,blr_koramangala,two_wheeler,2025-10-31,174,True,unverified,True,True,False,False,True,upi,72,0.9322,0.0178,0.0027,0.2745,4.71,0.109,117.81,12.3,569,4666.84,0.2451,False,False,True,,
7474e8d5-a407-4b22-931a-14e6cc7049a9,Kiran Chatterjee,+919730236494,bangalore,blr_bannerghatta,two_wheeler,2023-11-20,885,True,verified,True,True,False,True,True,bank,91,0.9307,0.0193,0.0086,0.0749,4.49,0.0048,124.55,9.24,2269,5834.21,0.2631,False,False,False,,
a392f9d0-9808-400c-a47c-ba0e6224cd57,Manoj Dubey,+918559655726,bangalore,blr_jayanagar,two_wheeler,2025-10-04,201,True,unverified,True,True,False,True,True,bank,92,0.9479,0.0021,0.0082,0.2523,3.92,0.073,57.45,7.35,486,5796.44,0.206,False,False,False,,
e2bce5c7-edc5-4034-a55b-10a4d706d6bc,Ganesh Rao,+919330683157,bangalore,blr_yeshwanthpur,mini_truck,2020-12-07,1963,True,verified,True,True,False,True,True,upi,54,0.9481,0.0019,0.002,0.1626,4.45,0.1163,888.44,30.0,7400,35223.18,0.017,False,False,False,,
0c30704d-8eb4-4808-81f1-1e20a35843d8,Sunil Bhat,+918602759610,bangalore,blr_marathahalli,two_wheeler,2024-01-07,837,True,verified,True,True,True,True,True,upi,49,0.9286,0.0214,0.0027,0.2199,4.05,0.0727,83.15,11.04,2283,6131.26,0.2695,True,False,False,,
00b91a2f-fab4-4c44-b0db-96c45ba6574f,Suresh Shetty,+917458757746,bangalore,blr_indiranagar,two_wheeler,2023-10-17,919,True,verified,True,True,False,True,True,upi,70,0.9339,0.0161,0.0026,0.2328,4.44,0.0241,145.56,15.0,1272,2287.03,0.2293,False,False,False,,
7381a358-d03f-417c-9cef-a81bfc3eebe4,Kumar Kulkarni,+919344074631,bangalore,blr_indiranagar,two_wheeler,2023-10-21,915,True,verified,True,True,False,True,True,upi,78,0.8312,0.1188,0.0198,0.3655,4.03,0.0713,106.75,9.41,3435,8956.26,0.1025,False,False,False,,
a7d759e9-e230-419f-8fb4-6403b6702d76,Thirumalai Bhat,+916961900888,bangalore,blr_btm,mini_truck,2023-11-06,899,True,unverified,True,True,False,True,True,bank,42,0.9265,0.0235,0.0007,0.1453,4.08,0.0419,701.13,25.05,3623,36336.89,0.0601,False,True,False,,
43e65e25-8ef7-45e9-a22b-3b54bc39a057,Girish Patil,+919885824896,bangalore,blr_electronic_city,two_wheeler,2024-09-09,591,True,pending,True,True,False,True,True,upi,67,0.9111,0.0389,0.0009,0.1667,4.07,0.045,103.05,8.45,1613,7565.21,0.2348,False,False,False,,
6f461dcc-1f83-4475-bfff-6a47eae85e63,Babu Shaikh,+917996850922,bangalore,blr_rajajinagar,mini_truck,2023-03-11,1139,True,verified,True,True,True,True,True,bank,51,0.8974,0.0526,0.0053,0.2443,4.5,0.0381,570.69,28.29,2667,13669.1,0.0999,False,False,False,,
1fafe86b-b31a-446e-969c-0d9204f8d422,Mahesh Verma,+918910073442,bangalore,blr_bannerghatta,two_wheeler,2022-02-17,1526,True,pending,True,False,False,True,True,upi,61,0.9033,0.0467,0.0048,0.1928,4.3,0.0434,105.63,9.08,3365,4307.09,0.3437,False,False,True,,
d421d929-f7e1-4808-8c74-407e00ce632b,Mohammed Siddiqui,+919143294155,bangalore,blr_hsr,three_wheeler,2023-11-15,890,True,verified,True,True,False,True,True,upi,62,0.9453,0.0047,0.003,0.1824,4.18,0.0512,195.18,10.71,3269,17816.48,0.0537,False,False,False,,
12e390b3-8dfa-4c7f-b5d3-bfdb05f98303,Pavan Patel,+919742961677,bangalore,blr_marathahalli,two_wheeler,2023-12-07,868,True,unverified,True,True,True,True,True,upi,61,0.9444,0.0056,0.0012,0.2188,4.28,0.0382,66.53,8.06,3208,10953.19,0.173,False,False,False,,
9f808e7b-0769-477a-b8b8-1b16d4aac7f5,Raja Hegde,+916259841355,bangalore,blr_electronic_city,three_wheeler,2024-10-07,563,True,verified,True,True,False,True,True,upi,21,0.9431,0.0069,0.0025,0.238,4.15,0.0509,230.59,13.59,1932,15635.2,0.0864,False,False,False,,
f329f46c-1522-4e92-a640-d77d51e77092,Basavaraj Joshi,+917259676228,bangalore,blr_yeshwanthpur,two_wheeler,2022-03-31,1484,False,pending,True,True,False,True,True,upi,61,0.9257,0.0243,0.0003,0.2075,4.85,0.0931,75.22,6.57,2619,4145.95,0.2241,False,False,False,,
4edceca1-b6d4-47a3-a4ea-56e2c0f63f9f,Ashok Raju,+916884217538,bangalore,blr_yeshwanthpur,mini_truck,2025-09-28,207,True,unverified,True,True,False,True,True,bank,30,0.9426,0.0074,0.0069,0.1903,4.64,0.0812,719.16,22.15,382,14523.49,0.0708,False,False,False,,
96fd57ab-7aa5-48b5-a0c0-bb514a145e63,Rajan Pillai,+919738948351,bangalore,blr_electronic_city,two_wheeler,2025-11-17,157,True,verified,True,True,False,True,True,cash,79,0.9359,0.0141,0.0008,0.1696,4.65,0.0542,123.64,12.73,367,6207.65,0.2355,False,False,False,,
ea2b7656-8569-4177-9368-97f3a5ef5477,Paresh Agarwal,+916300216088,bangalore,blr_rajajinagar,mini_truck,2025-11-08,166,False,verified,True,True,False,True,True,upi,66,0.944,0.006,0.0003,0.2006,4.42,0.0217,382.62,9.29,473,25499.8,0.2579,False,False,False,,
a990aafc-e91e-4b2f-9687-0939d7c8c746,Sunil Mehta,+916751168808,bangalore,blr_hebbal,two_wheeler,2024-08-29,602,True,verified,True,True,False,True,True,bank,82,0.9185,0.0315,0.0002,0.2495,4.26,0.003,105.05,9.66,930,3230.3,0.2357,False,False,False,,
a6cabe81-ab96-4138-9394-c49c0527414a,Salman Shetty,+918686412543,bangalore,blr_indiranagar,two_wheeler,2026-01-22,91,True,verified,True,True,False,True,True,upi,68,0.9211,0.0289,0.0022,0.1568,4.1,0.0927,73.52,5.86,170,3376.83,0.239,False,False,False,,
b5fb540a-3768-4cae-9182-36901de548da,Venkatesh Shetty,+918764363044,bangalore,blr_hsr,two_wheeler,2026-01-05,108,True,pending,True,False,False,False,False,upi,71,0.9351,0.0149,0.0019,0.1699,4.61,0.0382,67.47,6.73,226,4892.95,0.253,False,True,True,,
a126dea6-f17a-48a5-8b80-032f600979d3,Manish Hegde,+917605367386,bangalore,blr_rajajinagar,two_wheeler,2021-06-07,1781,True,pending,True,True,True,True,False,upi,61,0.9306,0.0194,0.0009,0.0772,3.8,0.0342,157.64,14.35,6178,8900.75,0.0903,False,False,False,,
77692d62-c98a-43f1-8ff2-3700ffba8f82,Nilesh Khan,+918262831801,bangalore,blr_bannerghatta,two_wheeler,2023-11-27,878,True,unverified,True,True,False,True,True,upi,63,0.9431,0.0069,0.0004,0.1303,3.83,0.0197,110.91,12.36,2389,6028.64,0.2622,False,False,False,,
1a45d00d-63e4-4378-9902-1e662fe9712e,Vinod Rao,+919229399673,bangalore,blr_hsr,two_wheeler,2024-10-28,542,True,verified,True,True,False,True,True,upi,100,0.9495,0.0005,0.0036,0.1745,4.46,0.0406,116.4,13.49,876,3421.3,0.2409,False,False,False,,
5ba3ff58-b760-4210-abf8-0871a8396819,Vinod Shah,+916602291863,bangalore,blr_bannerghatta,mini_truck,2025-10-27,178,True,verified,True,True,False,True,True,upi,69,0.8609,0.0891,0.0503,0.5556,3.83,0.1552,579.86,18.82,494,24752.95,0.0543,False,False,False,,
5e701abb-80b7-41b6-930e-91b7b0cbc255,Senthil Pandey,+919665503906,bangalore,blr_bannerghatta,three_wheeler,2024-07-11,651,True,unverified,True,False,False,True,False,upi,73,0.9376,0.0124,0.0011,0.1854,4.56,0.0464,197.13,6.04,2590,11542.98,0.1353,False,False,True,,
9b672607-6daa-4ad9-90ac-e95a30bb47af,Mukesh Khan,+916786878577,bangalore,blr_whitefield,mini_truck,2024-01-16,828,True,verified,True,True,False,True,True,cash,93,0.9378,0.0122,0.0011,0.1964,4.68,0.0438,710.05,30.0,2596,25848.45,0.1021,False,False,False,,
78ed17d5-b146-46ef-a4c1-10775ba8f4c7,Raja Gupta,+918934132202,bangalore,blr_btm,three_wheeler,2022-02-17,1526,True,verified,True,True,True,True,True,upi,42,0.9401,0.0099,0.0001,0.2284,4.58,0.0759,234.96,9.09,5149,15633.53,0.0503,False,False,False,,
c623e901-f617-432b-8d70-1e1e53c6ab15,Mohammed Raju,+916424568057,bangalore,blr_marathahalli,two_wheeler,2023-09-16,950,True,verified,True,True,False,True,True,upi,80,0.7416,0.2084,0.0779,0.5756,2.48,0.3458,73.99,7.98,2167,4754.61,0.4543,False,False,False,,solo
7614feb4-0c14-4799-a1d8-3cb6ecc01d97,Mukesh Iyer,+918287322612,bangalore,blr_hebbal,mini_truck,2021-12-07,1598,True,verified,True,True,False,True,True,bank,82,0.8492,0.1008,0.0192,0.3031,3.08,0.1157,499.34,15.19,4496,20184.82,0.3371,False,False,False,,
03f62725-800e-48ac-bc6e-51a92189569b,Mohammed Mehta,+917372960739,bangalore,blr_indiranagar,truck_17ft,2022-07-26,1367,False,verified,True,True,False,True,True,cash,104,0.9421,0.0079,0.0015,0.1916,4.38,0.0659,3054.42,60.9,2772,63961.29,0.1095,False,False,False,,
1dd3f46c-a3fa-4599-affb-83e27374d1ac,Manish Raju,+919744462138,bangalore,blr_bannerghatta,mini_truck,2025-11-12,162,True,pending,False,False,False,True,True,upi,49,0.9451,0.0049,0.0051,0.2626,4.51,0.0515,480.68,16.79,362,17182.03,0.1594,False,False,True,,
72ab3abd-5910-4c8a-8138-132429ec413a,Manish Reddy,+919378301032,bangalore,blr_jayanagar,two_wheeler,2020-08-28,2064,True,pending,False,True,False,True,True,upi,28,0.9379,0.0121,0.0007,0.1443,4.34,0.0332,79.73,7.59,4411,3846.8,0.3381,False,False,False,,
ba843a20-f173-4d7e-be65-ec7bad3d3d4e,Kishan Ansari,+918677148362,bangalore,blr_hebbal,two_wheeler,2022-05-15,1439,True,verified,True,True,False,True,True,upi,93,0.9344,0.0156,0.0003,0.1446,3.97,0.0434,125.6,10.8,3749,7140.4,0.2018,False,False,False,,
900e20e0-9fc3-420a-b6ec-895214677927,Imran Gowda,+917339295916,bangalore,blr_hebbal,two_wheeler,2024-12-04,505,True,verified,True,True,False,True,True,upi,18,0.9087,0.0413,0.0023,0.1525,4.78,0.0047,43.61,1.93,1810,10324.85,0.0915,False,False,False,,
